Geographic Area,County,State,Abbreviation,2019 Population _ Census
"Nottoway County, Virginia",Nottoway, Virginia, VirginiaNottoway,15232
"Orange County, Virginia",Orange, Virginia, VirginiaOrange,37051
"Page County, Virginia",Page, Virginia, VirginiaPage,23902
"Patrick County, Virginia",Patrick, Virginia, VirginiaPatrick,17608
"Pittsylvania County, Virginia",Pittsylvania, Virginia, VirginiaPittsylvania,60354
"Powhatan County, Virginia",Powhatan, Virginia, VirginiaPowhatan,29652
"Prince Edward County, Virginia",Prince, Virginia, VirginiaPrince,22802
"Prince George County, Virginia",Prince, Virginia, VirginiaPrince,38353
"Prince William County, Virginia",Prince, Virginia, VirginiaPrince,470335
"Pulaski County, Virginia",Pulaski, Virginia, VirginiaPulaski,34027
"Rappahannock County, Virginia",Rappahannock, Virginia, VirginiaRappahannock,7370
"Richmond County, Virginia",Richmond, Virginia, VirginiaRichmond,9023
"Roanoke County, Virginia",Roanoke, Virginia, VirginiaRoanoke,94186
"Rockbridge County, Virginia",Rockbridge, Virginia, VirginiaRockbridge,22573
"Rockingham County, Virginia",Rockingham, Virginia, VirginiaRockingham,81948
"Russell County, Virginia",Russell, Virginia, VirginiaRussell,26586
"Scott County, Virginia",Scott, Virginia, VirginiaScott,21566
"Shenandoah County, Virginia",Shenandoah, Virginia, VirginiaShenandoah,43616
"Smyth County, Virginia",Smyth, Virginia, VirginiaSmyth,30104
"Southampton County, Virginia",Southampton, Virginia, VirginiaSouthampton,17631
"Spotsylvania County, Virginia",Spotsylvania, Virginia, VirginiaSpotsylvania,136215
"Stafford County, Virginia",Stafford, Virginia, VirginiaStafford,152882
"Surry County, Virginia",Surry, Virginia, VirginiaSurry,6422
"Sussex County, Virginia",Sussex, Virginia, VirginiaSussex,11159
"Tazewell County, Virginia",Tazewell, Virginia, VirginiaTazewell,40595
"Warren County, Virginia",Warren, Virginia, VirginiaWarren,40164
"Washington County, Virginia",Washington, Virginia, VirginiaWashington,53740
"Westmoreland County, Virginia",Westmoreland, Virginia, VirginiaWestmoreland,18015
"Wise County, Virginia",Wise, Virginia, VirginiaWise,37383
"Wythe County, Virginia",Wythe, Virginia, VirginiaWythe,28684
"York County, Virginia",York, Virginia, VirginiaYork,68280
"Alexandria city, Virginia",Alexandria, Virginia, VirginiaAlexandria,159428
"Bristol city, Virginia",Bristol, Virginia, VirginiaBristol,16762
"Buena Vista city, Virginia",Buena, Virginia, VirginiaBuena,6478
"Charlottesville city, Virginia",Charlottesville, Virginia, VirginiaCharlottesville,47266
"Chesapeake city, Virginia",Chesapeake, Virginia, VirginiaChesapeake,244835
"Colonial Heights city, Virginia",Colonial, Virginia, VirginiaColonial,17370
"Covington city, Virginia",Covington, Virginia, VirginiaCovington,5538
"Danville city, Virginia",Danville, Virginia, VirginiaDanville,40044
"Emporia city, Virginia",Emporia, Virginia, VirginiaEmporia,5346
"Fairfax city, Virginia",Fairfax, Virginia, VirginiaFairfax,24019
"Falls Church city, Virginia",Falls, Virginia, VirginiaFalls,14617
"Franklin city, Virginia",Franklin, Virginia, VirginiaFranklin,7967
"Fredericksburg city, Virginia",Fredericksburg, Virginia, VirginiaFredericksburg,29036
"Galax city, Virginia",Galax, Virginia, VirginiaGalax,6347
"Hampton city, Virginia",Hampton, Virginia, VirginiaHampton,134510
"Harrisonburg city, Virginia",Harrisonburg, Virginia, VirginiaHarrisonburg,53016
"Hopewell city, Virginia",Hopewell, Virginia, VirginiaHopewell,22529
"Lexington city, Virginia",Lexington, Virginia, VirginiaLexington,7446
"Lynchburg city, Virginia",Lynchburg, Virginia, VirginiaLynchburg,82168
"Manassas city, Virginia",Manassas, Virginia, VirginiaManassas,41085
"Manassas Park city, Virginia",Manassas, Virginia, VirginiaManassas,17478
"Martinsville city, Virginia",Martinsville, Virginia, VirginiaMartinsville,12554
"Newport News city, Virginia",Newport, Virginia, VirginiaNewport,179225
"Norfolk city, Virginia",Norfolk, Virginia, VirginiaNorfolk,242742
"Norton city, Virginia",Norton, Virginia, VirginiaNorton,3981
"Petersburg city, Virginia",Petersburg, Virginia, VirginiaPetersburg,31346
"Poquoson city, Virginia",Poquoson, Virginia, VirginiaPoquoson,12271
"Portsmouth city, Virginia",Portsmouth, Virginia, VirginiaPortsmouth,94398
"Radford city, Virginia",Radford, Virginia, VirginiaRadford,18249
"Richmond city, Virginia",Richmond, Virginia, VirginiaRichmond,230436
"Roanoke city, Virginia",Roanoke, Virginia, VirginiaRoanoke,99143
"Salem city, Virginia",Salem, Virginia, VirginiaSalem,25301
"Staunton city, Virginia",Staunton, Virginia, VirginiaStaunton,24932
"Suffolk city, Virginia",Suffolk, Virginia, VirginiaSuffolk,92108
"Virginia Beach city, Virginia",Virginia, Virginia, VirginiaVirginia,449974
"Waynesboro city, Virginia",Waynesboro, Virginia, VirginiaWaynesboro,22630
"Williamsburg city, Virginia",Williamsburg, Virginia, VirginiaWilliamsburg,14954
"Winchester city, Virginia",Winchester, Virginia, VirginiaWinchester,28078
"Adams County, Washington",Adams, Washington, WashingtonAdams,19983
"Asotin County, Washington",Asotin, Washington, WashingtonAsotin,22582
"Benton County, Washington",Benton, Washington, WashingtonBenton,204390
"Chelan County, Washington",Chelan, Washington, WashingtonChelan,77200
"Clallam County, Washington",Clallam, Washington, WashingtonClallam,77331
"Clark County, Washington",Clark, Washington, WashingtonClark,488241
"Columbia County, Washington",Columbia, Washington, WashingtonColumbia,3985
"Cowlitz County, Washington",Cowlitz, Washington, WashingtonCowlitz,110593
"Douglas County, Washington",Douglas, Washington, WashingtonDouglas,43429
"Ferry County, Washington",Ferry, Washington, WashingtonFerry,7627
"Franklin County, Washington",Franklin, Washington, WashingtonFranklin,95222
"Garfield County, Washington",Garfield, Washington, WashingtonGarfield,2225
"Grant County, Washington",Grant, Washington, WashingtonGrant,97733
"Grays Harbor County, Washington",Grays, Washington, WashingtonGrays,75061
"Island County, Washington",Island, Washington, WashingtonIsland,85141
"Jefferson County, Washington",Jefferson, Washington, WashingtonJefferson,32221
"King County, Washington",King, Washington, WashingtonKing,2252782
"Kitsap County, Washington",Kitsap, Washington, WashingtonKitsap,271473
"Kittitas County, Washington",Kittitas, Washington, WashingtonKittitas,47935
"Klickitat County, Washington",Klickitat, Washington, WashingtonKlickitat,22425
"Lewis County, Washington",Lewis, Washington, WashingtonLewis,80707
"Lincoln County, Washington",Lincoln, Washington, WashingtonLincoln,10939
"Mason County, Washington",Mason, Washington, WashingtonMason,66768
"Okanogan County, Washington",Okanogan, Washington, WashingtonOkanogan,42243
"Pacific County, Washington",Pacific, Washington, WashingtonPacific,22471
"Pend Oreille County, Washington",Pend, Washington, WashingtonPend,13724
"Pierce County, Washington",Pierce, Washington, WashingtonPierce,904980
"San Juan County, Washington",SanJuan, Washington, WashingtonSanJuan,17582
"Skagit County, Washington",Skagit, Washington, WashingtonSkagit,129205
"Skamania County, Washington",Skamania, Washington, WashingtonSkamania,12083
"Snohomish County, Washington",Snohomish, Washington, WashingtonSnohomish,822083
"Spokane County, Washington",Spokane, Washington, WashingtonSpokane,522798
"Stevens County, Washington",Stevens, Washington, WashingtonStevens,45723
"Thurston County, Washington",Thurston, Washington, WashingtonThurston,290536
"Wahkiakum County, Washington",Wahkiakum, Washington, WashingtonWahkiakum,4488
"Walla Walla County, Washington",Walla, Washington, WashingtonWalla,60760
"Whatcom County, Washington",Whatcom, Washington, WashingtonWhatcom,229247
"Whitman County, Washington",Whitman, Washington, WashingtonWhitman,50104
"Yakima County, Washington",Yakima, Washington, WashingtonYakima,250873
"Barbour County, West Virginia",Barbour, West Virginia, West VirginiaBarbour,16441
"Berkeley County, West Virginia",Berkeley, West Virginia, West VirginiaBerkeley,119171
"Boone County, West Virginia",Boone, West Virginia, West VirginiaBoone,21457
"Braxton County, West Virginia",Braxton, West Virginia, West VirginiaBraxton,13957
"Brooke County, West Virginia",Brooke, West Virginia, West VirginiaBrooke,21939
"Cabell County, West Virginia",Cabell, West Virginia, West VirginiaCabell,91945
"Calhoun County, West Virginia",Calhoun, West Virginia, West VirginiaCalhoun,7109
"Clay County, West Virginia",Clay, West Virginia, West VirginiaClay,8508
"Doddridge County, West Virginia",Doddridge, West Virginia, West VirginiaDoddridge,8448
"Fayette County, West Virginia",Fayette, West Virginia, West VirginiaFayette,42406
"Gilmer County, West Virginia",Gilmer, West Virginia, West VirginiaGilmer,7823
"Grant County, West Virginia",Grant, West Virginia, West VirginiaGrant,11568
"Greenbrier County, West Virginia",Greenbrier, West Virginia, West VirginiaGreenbrier,34662
"Hampshire County, West Virginia",Hampshire, West Virginia, West VirginiaHampshire,23175
"Hancock County, West Virginia",Hancock, West Virginia, West VirginiaHancock,28810
"Hardy County, West Virginia",Hardy, West Virginia, West VirginiaHardy,13776
"Harrison County, West Virginia",Harrison, West Virginia, West VirginiaHarrison,67256
"Jackson County, West Virginia",Jackson, West Virginia, West VirginiaJackson,28576
"Jefferson County, West Virginia",Jefferson, West Virginia, West VirginiaJefferson,57146
"Kanawha County, West Virginia",Kanawha, West Virginia, West VirginiaKanawha,178124
"Lewis County, West Virginia",Lewis, West Virginia, West VirginiaLewis,15907
"Lincoln County, West Virginia",Lincoln, West Virginia, West VirginiaLincoln,20409
"Logan County, West Virginia",Logan, West Virginia, West VirginiaLogan,32019
"McDowell County, West Virginia",McDowell, West Virginia, West VirginiaMcDowell,17624
"Marion County, West Virginia",Marion, West Virginia, West VirginiaMarion,56072
"Marshall County, West Virginia",Marshall, West Virginia, West VirginiaMarshall,30531
"Mason County, West Virginia",Mason, West Virginia, West VirginiaMason,26516
"Mercer County, West Virginia",Mercer, West Virginia, West VirginiaMercer,58758
"Mineral County, West Virginia",Mineral, West Virginia, West VirginiaMineral,26868
"Mingo County, West Virginia",Mingo, West Virginia, West VirginiaMingo,23424
"Monongalia County, West Virginia",Monongalia, West Virginia, West VirginiaMonongalia,105612
"Monroe County, West Virginia",Monroe, West Virginia, West VirginiaMonroe,13275
"Morgan County, West Virginia",Morgan, West Virginia, West VirginiaMorgan,17884
"Nicholas County, West Virginia",Nicholas, West Virginia, West VirginiaNicholas,24496
"Ohio County, West Virginia",Ohio, West Virginia, West VirginiaOhio,41411
"Pendleton County, West Virginia",Pendleton, West Virginia, West VirginiaPendleton,6969
"Pleasants County, West Virginia",Pleasants, West Virginia, West VirginiaPleasants,7460
"Pocahontas County, West Virginia",Pocahontas, West Virginia, West VirginiaPocahontas,8247
"Preston County, West Virginia",Preston, West Virginia, West VirginiaPreston,33432
"Putnam County, West Virginia",Putnam, West Virginia, West VirginiaPutnam,56450
"Raleigh County, West Virginia",Raleigh, West Virginia, West VirginiaRaleigh,73361
"Randolph County, West Virginia",Randolph, West Virginia, West VirginiaRandolph,28695
"Ritchie County, West Virginia",Ritchie, West Virginia, West VirginiaRitchie,9554
"Roane County, West Virginia",Roane, West Virginia, West VirginiaRoane,13688
"Summers County, West Virginia",Summers, West Virginia, West VirginiaSummers,12573
"Taylor County, West Virginia",Taylor, West Virginia, West VirginiaTaylor,16695
"Tucker County, West Virginia",Tucker, West Virginia, West VirginiaTucker,6839
"Tyler County, West Virginia",Tyler, West Virginia, West VirginiaTyler,8591
"Upshur County, West Virginia",Upshur, West Virginia, West VirginiaUpshur,24176
"Wayne County, West Virginia",Wayne, West Virginia, West VirginiaWayne,39402
"Webster County, West Virginia",Webster, West Virginia, West VirginiaWebster,8114
"Wetzel County, West Virginia",Wetzel, West Virginia, West VirginiaWetzel,15065
"Wirt County, West Virginia",Wirt, West Virginia, West VirginiaWirt,5821
"Wood County, West Virginia",Wood, West Virginia, West VirginiaWood,83518
"Wyoming County, West Virginia",Wyoming, West Virginia, West VirginiaWyoming,20394
"Adams County, Wisconsin",Adams, Wisconsin, WisconsinAdams,20220
"Ashland County, Wisconsin",Ashland, Wisconsin, WisconsinAshland,15562
"Barron County, Wisconsin",Barron, Wisconsin, WisconsinBarron,45244
"Bayfield County, Wisconsin",Bayfield, Wisconsin, WisconsinBayfield,15036
"Brown County, Wisconsin",Brown, Wisconsin, WisconsinBrown,264542
"Buffalo County, Wisconsin",Buffalo, Wisconsin, WisconsinBuffalo,13031
"Burnett County, Wisconsin",Burnett, Wisconsin, WisconsinBurnett,15414
"Calumet County, Wisconsin",Calumet, Wisconsin, WisconsinCalumet,50089
"Chippewa County, Wisconsin",Chippewa, Wisconsin, WisconsinChippewa,64658
"Clark County, Wisconsin",Clark, Wisconsin, WisconsinClark,34774
"Columbia County, Wisconsin",Columbia, Wisconsin, WisconsinColumbia,57532
"Crawford County, Wisconsin",Crawford, Wisconsin, WisconsinCrawford,16131
"Dane County, Wisconsin",Dane, Wisconsin, WisconsinDane,546695
"Dodge County, Wisconsin",Dodge, Wisconsin, WisconsinDodge,87839
"Door County, Wisconsin",Door, Wisconsin, WisconsinDoor,27668
"Douglas County, Wisconsin",Douglas, Wisconsin, WisconsinDouglas,43150
"Dunn County, Wisconsin",Dunn, Wisconsin, WisconsinDunn,45368
"Eau Claire County, Wisconsin",Eau, Wisconsin, WisconsinEau,104646
"Florence County, Wisconsin",Florence, Wisconsin, WisconsinFlorence,4295
"Fond du Lac County, Wisconsin",Fond, Wisconsin, WisconsinFond,103403
"Forest County, Wisconsin",Forest, Wisconsin, WisconsinForest,9004
"Grant County, Wisconsin",Grant, Wisconsin, WisconsinGrant,51439
"Green County, Wisconsin",Green, Wisconsin, WisconsinGreen,36960
"Green Lake County, Wisconsin",Green, Wisconsin, WisconsinGreen,18913
"Iowa County, Wisconsin",Iowa, Wisconsin, WisconsinIowa,23678
"Iron County, Wisconsin",Iron, Wisconsin, WisconsinIron,5687
"Jackson County, Wisconsin",Jackson, Wisconsin, WisconsinJackson,20643
"Jefferson County, Wisconsin",Jefferson, Wisconsin, WisconsinJefferson,84769
"Juneau County, Wisconsin",Juneau, Wisconsin, WisconsinJuneau,26687
"Kenosha County, Wisconsin",Kenosha, Wisconsin, WisconsinKenosha,169561
"Kewaunee County, Wisconsin",Kewaunee, Wisconsin, WisconsinKewaunee,20434
"La Crosse County, Wisconsin",La, Wisconsin, WisconsinLa,118016
"Lafayette County, Wisconsin",Lafayette, Wisconsin, WisconsinLafayette,16665
"Langlade County, Wisconsin",Langlade, Wisconsin, WisconsinLanglade,19189
"Lincoln County, Wisconsin",Lincoln, Wisconsin, WisconsinLincoln,27593
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin, WisconsinManitowoc,78981
"Marathon County, Wisconsin",Marathon, Wisconsin, WisconsinMarathon,135692
"Marinette County, Wisconsin",Marinette, Wisconsin, WisconsinMarinette,40350
"Marquette County, Wisconsin",Marquette, Wisconsin, WisconsinMarquette,15574
"Menominee County, Wisconsin",Menominee, Wisconsin, WisconsinMenominee,4556
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin, WisconsinMilwaukee,945726
"Monroe County, Wisconsin",Monroe, Wisconsin, WisconsinMonroe,46253
"Oconto County, Wisconsin",Oconto, Wisconsin, WisconsinOconto,37930
"Oneida County, Wisconsin",Oneida, Wisconsin, WisconsinOneida,35595
"Outagamie County, Wisconsin",Outagamie, Wisconsin, WisconsinOutagamie,187885
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin, WisconsinOzaukee,89221
"Pepin County, Wisconsin",Pepin, Wisconsin, WisconsinPepin,7287
"Pierce County, Wisconsin",Pierce, Wisconsin, WisconsinPierce,42754
"Polk County, Wisconsin",Polk, Wisconsin, WisconsinPolk,43783
"Portage County, Wisconsin",Portage, Wisconsin, WisconsinPortage,70772
"Price County, Wisconsin",Price, Wisconsin, WisconsinPrice,13351
"Racine County, Wisconsin",Racine, Wisconsin, WisconsinRacine,196311
"Richland County, Wisconsin",Richland, Wisconsin, WisconsinRichland,17252
"Rock County, Wisconsin",Rock, Wisconsin, WisconsinRock,163354
"Rusk County, Wisconsin",Rusk, Wisconsin, WisconsinRusk,14178
"St Croix County, Wisconsin",St, Wisconsin, WisconsinSt,90687
"Sauk County, Wisconsin",Sauk, Wisconsin, WisconsinSauk,64442
"Sawyer County, Wisconsin",Sawyer, Wisconsin, WisconsinSawyer,16558
"Shawano County, Wisconsin",Shawano, Wisconsin, WisconsinShawano,40899
"Sheboygan County, Wisconsin",Sheboygan, Wisconsin, WisconsinSheboygan,115340
"Taylor County, Wisconsin",Taylor, Wisconsin, WisconsinTaylor,20343
"Trempealeau County, Wisconsin",Trempealeau, Wisconsin, WisconsinTrempealeau,29649
"Vernon County, Wisconsin",Vernon, Wisconsin, WisconsinVernon,30822
"Vilas County, Wisconsin",Vilas, Wisconsin, WisconsinVilas,22195
"Walworth County, Wisconsin",Walworth, Wisconsin, WisconsinWalworth,103868
"Washburn County, Wisconsin",Washburn, Wisconsin, WisconsinWashburn,15720
"Washington County, Wisconsin",Washington, Wisconsin, WisconsinWashington,136034
"Waukesha County, Wisconsin",Waukesha, Wisconsin, WisconsinWaukesha,404198
"Waupaca County, Wisconsin",Waupaca, Wisconsin, WisconsinWaupaca,50990
"Waushara County, Wisconsin",Waushara, Wisconsin, WisconsinWaushara,24443
"Winnebago County, Wisconsin",Winnebago, Wisconsin, WisconsinWinnebago,171907
"Wood County, Wisconsin",Wood, Wisconsin, WisconsinWood,72999
"Albany County, Wyoming",Albany, Wyoming, WyomingAlbany,38880
"Big Horn County, Wyoming",Big, Wyoming, WyomingBig,11790
"Campbell County, Wyoming",Campbell, Wyoming, WyomingCampbell,46341
"Carbon County, Wyoming",Carbon, Wyoming, WyomingCarbon,14800
"Converse County, Wyoming",Converse, Wyoming, WyomingConverse,13822
